"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"310M700US10620","Albemarle, NC Micro Area","26167","1049","3.7","2.0","2.4","1.2","8.5","2.8","12.6","3.9","13.3","3.4","20.2","4.1","11.2","3.8","16.2","3.4","5.7","2.0","6.0","2.4","59681","7955","78741","6220","31.1","(X)","(X)","(X)","(X)","(X)","17451","1187","2.4","1.9","0.9","0.9","2.1","1.3","15.1","5.8","11.7","4.0","15.3","4.2","14.9","5.2","20.5","4.7","8.2","3.0","8.9","3.5","76282","6109","94063","8964","(X)","(X)","33.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","97395","9386","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8716","1181","7.3","4.4","5.5","3.1","21.4","6.9","10.7","4.3","17.7","7.5","26.1","8.8","3.0","2.6","7.2","4.8","0.8","1.0","0.2","0.4","39167","9103","45063","5653","(X)","(X)","(X)","(X)","25.0","(X)",
"310M700US10700","Albertville, AL Micro Area","38373","1282","6.8","1.9","7.1","2.3","8.2","2.1","6.8","1.9","9.6","2.2","15.9","2.7","16.8","3.2","15.9","2.7","6.4","1.6","6.7","1.6","68048","8090","83709","6300","44.0","(X)","(X)","(X)","(X)","(X)","27282","1888","1.7","0.8","3.2","1.7","5.4","2.7","5.8","2.2","8.7","2.6","17.8","3.5","20.3","4.4","21.2","3.6","8.0","2.4","7.9","2.1","85281","6135","100260","7780","(X)","(X)","50.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96258","2353","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11091","1423","19.9","6.4","16.6","6.1","15.2","4.1","10.3","3.4","12.0","4.6","12.4","4.4","6.5","3.3","5.0","3.0","1.6","1.5","0.4","0.5","23272","5869","36283","4794","(X)","(X)","(X)","(X)","29.0","(X)",
"310M700US10740","Albuquerque, NM Metro Area","378607","3565","6.2","0.8","3.0","0.5","6.2","0.7","7.5","0.9","10.1","0.9","16.4","1.1","13.4","1.0","18.2","1.1","8.7","0.7","10.4","0.9","76097","2523","99054","2912","34.7","(X)","(X)","(X)","(X)","(X)","224179","4659","3.9","0.8","1.9","0.6","4.2","0.8","4.8","0.9","8.0","1.0","14.5","1.3","15.3","1.3","21.3","1.5","11.3","1.0","14.7","1.3","95169","4276","117694","3588","(X)","(X)","38.6","(X)","(X)","(X)","148644","5291","2.0","0.7","0.9","0.4","2.6","0.8","3.5","0.9","5.9","1.1","13.3","1.5","14.5","1.7","23.1","1.8","14.0","1.5","20.2","1.7","111547","3811","138458","5028","(X)","(X)","(X)","(X)","(X)","(X)","154428","4379","10.3","1.6","5.0","1.0","10.1","1.6","11.8","1.6","13.6","1.7","19.2","1.8","10.9","1.6","11.6","1.5","4.1","0.8","3.3","0.9","49132","2171","66866","4179","(X)","(X)","(X)","(X)","28.3","(X)",
"310M700US10780","Alexandria, LA Metro Area","58271","1844","8.3","2.2","4.9","1.6","10.6","2.7","10.3","2.0","11.9","2.2","14.1","2.5","12.0","2.2","14.7","2.6","6.9","1.9","6.2","1.4","55909","4241","78614","4824","36.8","(X)","(X)","(X)","(X)","(X)","37339","2195","3.4","1.6","1.6","1.0","6.1","2.4","11.0","2.9","10.9","2.7","14.0","2.9","15.0","3.3","19.6","3.6","10.6","3.1","7.7","2.0","79031","6566","97985","6243","(X)","(X)","38.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","101354","12991","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20932","2031","18.2","5.6","11.5","4.0","17.9","6.2","10.7","4.0","13.4","4.1","13.9","4.6","6.8","2.6","4.6","3.1","0.7","0.9","2.4","1.3","26571","6647","40215","5286","(X)","(X)","(X)","(X)","33.1","(X)",
"310M700US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","341143","2920","4.0","0.6","2.4","0.4","5.9","0.8","7.2","0.9","9.9","1.0","16.0","1.0","12.8","1.1","19.8","1.2","10.5","0.9","11.3","0.8","83974","2520","108967","3166","35.8","(X)","(X)","(X)","(X)","(X)","225769","5166","1.6","0.5","1.2","0.4","3.6","0.8","5.6","1.0","8.4","1.1","15.0","1.2","13.4","1.3","22.6","1.5","13.6","1.3","14.9","1.1","101921","2876","128389","4021","(X)","(X)","37.7","(X)","(X)","(X)","165018","4987","1.0","0.5","0.6","0.3","2.1","0.6","2.8","0.9","5.8","1.0","12.3","1.3","14.2","1.7","25.1","1.7","17.1","1.7","19.0","1.5","122043","2662","148679","5138","(X)","(X)","(X)","(X)","(X)","(X)","115374","5386","9.5","1.6","5.3","1.1","11.0","1.4","10.9","1.8","13.8","1.9","18.0","2.0","11.3","1.4","13.1","1.9","4.0","1.1","3.2","0.9","49611","2461","64907","2996","(X)","(X)","(X)","(X)","30.8","(X)",
"310M700US11020","Altoona, PA Metro Area","50837","1381","5.4","1.6","4.3","1.2","7.5","1.5","8.3","1.8","12.7","1.9","16.5","2.2","14.7","2.4","19.0","2.6","6.2","1.7","5.3","1.3","66994","4540","85631","5369","35.9","(X)","(X)","(X)","(X)","(X)","31058","1695","3.7","1.6","1.6","0.9","3.3","1.4","4.8","1.7","10.6","2.3","17.2","2.7","17.3","2.9","24.3","3.6","9.5","2.7","7.8","2.1","87603","4270","106578","7527","(X)","(X)","37.5","(X)","(X)","(X)","24066","1579","0.8","0.8","1.1","0.7","1.9","1.1","2.9","1.4","8.9","2.5","16.5","3.0","17.3","3.4","29.4","4.4","11.7","3.3","9.7","2.5","101103","6661","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19779","1459","10.0","3.6","8.2","2.4","13.9","3.2","13.9","3.7","16.6","3.4","15.7","3.7","10.2","3.5","9.2","2.9","1.2","1.2","1.2","1.0","37563","3939","50066","5765","(X)","(X)","(X)","(X)","32.8","(X)",
"310M700US11100","Amarillo, TX Metro Area","105814","2226","7.0","1.7","3.6","1.1","7.0","1.6","8.4","1.3","10.3","1.5","17.7","2.2","13.0","1.8","17.1","2.0","6.9","1.5","9.1","1.5","69595","2928","92048","4250","33.0","(X)","(X)","(X)","(X)","(X)","66933","3204","5.0","1.8","1.9","1.0","5.0","1.9","6.7","1.6","7.4","1.9","16.1","2.8","14.2","2.5","21.4","2.8","10.0","2.2","12.3","2.2","86091","5654","110846","5644","(X)","(X)","33.6","(X)","(X)","(X)","46548","3204","1.6","0.8","0.8","0.6","1.7","0.9","4.6","1.8","5.3","1.8","16.2","3.2","15.2","2.9","27.2","3.6","11.4","2.9","15.9","2.8","105748","5588","N","N","(X)","(X)","(X)","(X)","(X)","(X)","38881","3389","12.3","4.1","6.5","2.5","12.7","3.0","10.9","2.7","16.8","3.1","17.9","4.0","10.2","2.9","8.5","2.7","1.9","1.2","2.4","1.7","40150","3877","54061","5872","(X)","(X)","(X)","(X)","31.6","(X)",
"310M700US11180","Ames, IA Metro Area","50869","1142","3.1","1.0","2.6","1.3","6.9","1.6","8.3","2.5","14.0","2.9","17.4","2.4","12.4","2.5","19.3","2.2","8.2","1.7","7.8","1.5","70873","5731","91986","3984","28.8","(X)","(X)","(X)","(X)","(X)","25825","1256","1.0","0.8","0.9","0.7","3.4","1.8","3.5","1.6","7.8","2.3","15.1","3.0","11.9","3.1","29.6","3.5","13.5","3.3","13.3","2.8","112954","8997","123320","7126","(X)","(X)","31.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","122162","5508","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25044","1512","5.4","2.0","4.4","2.5","10.7","2.8","13.7","4.4","20.6","5.0","19.8","4.0","12.4","4.1","8.3","2.2","2.9","1.1","1.8","1.0","46361","3690","58456","4219","(X)","(X)","(X)","(X)","25.4","(X)",
"310M700US11200","Amherst Town-Northampton, MA Metro Area","63886","1217","5.6","1.9","2.7","1.0","6.4","1.9","7.3","2.0","10.2","2.3","13.8","2.4","12.8","2.2","15.1","2.3","12.5","2.4","13.7","2.0","81732","6643","109124","5894","35.0","(X)","(X)","(X)","(X)","(X)","36096","2080","5.4","2.5","1.6","1.4","3.9","2.0","2.9","1.7","4.1","1.6","10.5","2.4","12.5","2.9","19.9","3.4","17.3","3.5","21.8","3.3","118009","10065","140332","9052","(X)","(X)","36.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","144560","10152","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27790","2236","7.2","3.1","4.1","2.1","9.5","3.2","13.0","4.2","16.5","4.2","19.0","4.6","13.3","3.5","10.1","3.0","4.9","2.3","2.2","1.4","49773","6753","65576","6480","(X)","(X)","(X)","(X)","32.3","(X)",
"310M700US11260","Anchorage, AK Metro Area","148919","2564","3.5","0.9","1.7","0.5","5.2","1.2","4.7","1.1","8.3","1.5","11.6","1.4","12.6","1.5","21.4","2.1","13.3","1.4","17.7","1.8","102698","4241","133079","7001","36.2","(X)","(X)","(X)","(X)","(X)","98292","3095","1.7","0.7","1.0","0.5","1.9","0.7","2.5","1.1","5.8","1.3","10.0","1.6","14.1","1.9","24.7","2.5","15.7","2.0","22.6","2.3","123695","6481","154863","8637","(X)","(X)","37.8","(X)","(X)","(X)","76371","3383","0.4","0.3","0.5","0.3","1.5","0.7","1.5","0.8","3.6","1.1","8.3","1.5","13.4","2.0","26.8","2.8","18.0","2.4","26.1","2.6","139231","3714","169701","9129","(X)","(X)","(X)","(X)","(X)","(X)","50627","3620","7.6","2.0","3.0","1.0","12.2","3.3","9.1","2.5","14.3","3.5","15.1","2.6","11.4","3.0","13.5","3.1","7.6","1.8","6.2","2.5","55341","9066","83480","8574","(X)","(X)","(X)","(X)","30.5","(X)",
"310M700US11360","Anderson Creek, NC Micro Area","53103","1193","5.2","1.6","4.4","1.8","5.4","1.5","7.8","2.0","9.7","2.2","19.1","3.2","16.0","3.0","15.3","2.8","9.8","2.5","7.4","2.2","73391","4823","94244","6734","40.9","(X)","(X)","(X)","(X)","(X)","38204","2174","4.4","2.0","2.9","2.2","3.8","1.5","6.4","2.7","6.7","2.2","20.7","4.2","17.0","3.5","15.7","3.0","12.6","3.2","9.6","2.9","83774","6972","107311","8460","(X)","(X)","41.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","95288","6421","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14899","1949","10.1","3.5","8.5","3.4","9.7","3.3","14.4","4.8","15.8","5.0","19.0","5.3","9.8","4.4","9.5","4.1","1.6","1.6","1.6","1.7","41788","8244","51964","5479","(X)","(X)","(X)","(X)","35.8","(X)",
"310M700US11460","Ann Arbor, MI Metro Area","151711","2231","6.4","1.2","2.3","0.7","6.2","1.2","4.6","0.9","9.1","1.2","13.7","1.4","12.7","1.3","17.2","1.5","9.9","1.2","17.9","1.4","90523","3421","123699","4783","30.1","(X)","(X)","(X)","(X)","(X)","82918","2448","2.9","1.1","0.8","0.4","2.6","0.9","2.5","0.8","4.6","1.3","11.0","1.5","11.4","1.5","20.5","2.0","15.0","1.9","28.6","2.4","134920","5592","167326","7651","(X)","(X)","29.8","(X)","(X)","(X)","64975","2469","0.4","0.3","0.6","0.4","1.6","0.8","1.6","0.8","2.8","1.2","9.1","1.8","10.0","1.3","22.0","2.2","16.7","2.2","35.1","2.9","153712","8208","191172","9409","(X)","(X)","(X)","(X)","(X)","(X)","68793","2965","12.1","2.5","4.2","1.3","10.2","2.2","7.2","1.7","15.4","2.3","16.6","2.7","13.2","1.9","12.7","2.1","4.0","1.1","4.4","0.9","50959","4312","67978","3460","(X)","(X)","(X)","(X)","30.0","(X)",
"310M700US11500","Anniston-Oxford, AL Metro Area","44348","1757","6.6","1.8","4.8","1.2","9.9","2.6","9.7","2.4","15.0","3.0","19.4","2.9","11.6","2.5","14.6","2.4","4.4","1.3","4.0","1.4","52719","2868","72012","4890","38.9","(X)","(X)","(X)","(X)","(X)","29688","1834","6.0","3.1","3.5","1.6","7.2","3.4","4.6","1.9","13.9","3.6","20.0","3.7","15.1","3.6","18.0","3.4","6.0","1.9","5.7","2.2","68531","10272","85294","7114","(X)","(X)","40.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88715","7356","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14660","1645","11.6","3.2","7.5","2.6","15.3","4.1","19.0","4.9","15.7","4.7","18.9","4.9","5.2","2.2","5.0","2.6","1.4","1.3","0.3","0.4","33018","3052","41519","3853","(X)","(X)","(X)","(X)","34.2","(X)",
"310M700US11540","Appleton, WI Metro Area","102147","1085","2.9","0.8","2.4","0.9","4.9","1.1","6.0","1.0","10.5","1.5","18.1","1.7","12.8","1.3","23.3","1.8","9.1","1.2","10.0","1.5","82501","4039","105937","5002","30.2","(X)","(X)","(X)","(X)","(X)","65963","2357","1.7","0.7","0.9","0.6","2.1","0.9","2.9","1.1","7.5","1.8","15.4","2.1","14.5","1.9","28.8","2.3","12.0","1.7","14.1","2.1","105430","3049","126768","6587","(X)","(X)","29.7","(X)","(X)","(X)","52388","2294","0.5","0.4","0.5","0.4","1.5","0.7","3.4","1.4","5.2","1.3","13.2","2.0","13.5","2.2","32.3","2.6","13.5","1.9","16.2","2.3","115370","3766","N","N","(X)","(X)","(X)","(X)","(X)","(X)","36184","2280","6.1","1.7","5.7","2.3","10.3","2.8","11.7","2.3","16.7","2.6","22.8","2.8","9.3","2.1","13.4","2.8","1.9","1.1","2.1","1.6","49469","3668","63459","8489","(X)","(X)","(X)","(X)","29.7","(X)",
"310M700US11640","Arecibo, PR Metro Area","67712","2417","18.6","2.8","11.6","2.2","22.1","3.4","11.9","2.2","13.0","2.3","11.1","2.1","6.3","1.9","3.4","1.3","1.2","0.8","0.7","0.6","23466","2481","35763","2544","25.6","(X)","(X)","(X)","(X)","(X)","44211","2450","13.3","3.1","6.5","2.2","19.9","3.5","13.8","3.0","17.1","3.4","13.7","3.0","9.2","2.8","4.3","1.8","1.1","0.9","1.1","1.0","31050","4490","42521","3227","(X)","(X)","28.1","(X)","(X)","(X)","23777","2749","7.6","3.2","3.3","2.0","17.7","3.8","15.4","4.6","14.3","4.1","18.2","4.4","13.9","5.2","6.0","2.6","2.0","1.7","1.5","1.4","42826","6670","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23501","2574","28.5","5.4","22.1","4.7","26.8","6.1","8.9","3.3","8.7","3.7","2.9","1.8","0.7","0.8","0.4","0.8","0.9","1.5","0.0","1.2","14847","1494","20018","3454","(X)","(X)","(X)","(X)","19.3","(X)",
"310M700US11700","Asheville, NC Metro Area","163942","4468","4.3","0.9","2.9","0.8","6.1","1.2","7.2","1.2","11.2","1.6","17.8","1.7","13.2","1.5","18.0","1.6","9.1","1.1","10.3","1.5","76275","5775","106212","6106","30.2","(X)","(X)","(X)","(X)","(X)","106018","4235","3.2","1.3","1.2","0.7","4.0","1.3","4.7","1.3","7.5","1.7","18.0","2.1","13.2","1.9","23.1","2.2","12.3","1.7","12.9","1.8","97865","3638","126613","7801","(X)","(X)","31.9","(X)","(X)","(X)","85708","3783","1.8","1.1","0.8","0.7","2.7","1.0","4.0","1.3","5.9","1.5","17.1","2.3","14.2","2.1","25.7","2.4","12.9","1.9","15.0","2.2","105187","3753","N","N","(X)","(X)","(X)","(X)","(X)","(X)","57924","4059","8.1","2.1","6.1","1.9","10.0","2.0","11.6","2.2","17.4","3.0","18.5","2.5","12.6","2.5","7.8","1.9","4.3","1.4","3.7","1.1","45052","5561","65776","5001","(X)","(X)","(X)","(X)","26.2","(X)",
"310M700US11940","Athens, TN Micro Area","26724","1077","3.5","1.5","4.2","2.4","10.5","2.5","9.0","2.6","14.8","3.7","17.1","3.9","11.8","2.8","15.1","3.5","8.4","3.2","5.6","2.2","60717","4429","89041","13491","36.7","(X)","(X)","(X)","(X)","(X)","17891","1462","2.4","1.7","1.3","1.4","5.0","2.3","10.1","4.1","12.5","4.2","18.3","4.8","13.6","3.7","20.5","4.6","9.5","3.5","6.8","3.1","75518","10772","98309","13853","(X)","(X)","39.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","98683","8600","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8833","1488","7.0","3.9","10.0","6.4","24.3","7.0","11.0","4.2","18.4","8.0","11.2","6.0","7.0","4.4","2.5","2.3","5.9","6.1","2.7","4.0","32018","7594","64019","30019","(X)","(X)","(X)","(X)","29.7","(X)",
"310M700US11980","Athens, TX Micro Area","34894","1664","5.7","2.4","3.9","1.6","9.2","2.9","9.4","2.5","13.5","3.7","18.3","3.7","13.0","3.2","15.3","3.1","6.3","1.7","5.3","1.6","61275","4568","78170","5306","33.3","(X)","(X)","(X)","(X)","(X)","24425","1698","3.3","1.7","0.6","0.6","5.6","2.2","9.2","3.3","10.8","3.7","20.8","5.0","15.1","3.9","20.1","4.1","7.4","2.0","7.0","2.2","72471","9729","91867","6121","(X)","(X)","34.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91057","8036","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10469","1329","11.9","5.9","11.7","5.1","19.4","8.5","10.1","4.2","20.0","7.2","10.1","4.3","9.0","5.5","3.1","2.1","3.3","2.2","1.3","1.8","31603","6949","43811","6298","(X)","(X)","(X)","(X)","28.6","(X)",
"310M700US12020","Athens-Clarke County, GA Metro Area","88473","1974","6.7","1.4","3.5","1.6","7.4","1.9","8.5","2.1","12.8","2.5","15.9","2.4","12.8","2.2","15.8","2.1","7.1","1.6","9.4","1.5","64951","5723","91906","4927","31.7","(X)","(X)","(X)","(X)","(X)","49870","2703","2.3","0.9","0.7","0.7","5.1","2.2","4.6","1.9","11.4","3.0","15.3","3.5","14.0","3.0","20.8","2.8","10.3","2.1","15.5","2.6","94967","8842","121379","7822","(X)","(X)","30.3","(X)","(X)","(X)","35477","2542","1.0","0.6","0.7","1.0","2.8","2.1","2.1","1.8","7.1","2.3","12.3","2.9","14.3","3.4","24.9","3.2","13.8","3.0","21.1","3.7","117973","11077","N","N","(X)","(X)","(X)","(X)","(X)","(X)","38603","2720","12.8","3.2","7.3","3.3","11.0","3.3","13.8","4.1","15.8","3.9","17.5","3.9","9.5","2.5","8.2","2.4","2.8","2.1","1.3","0.8","40052","6272","51451","4335","(X)","(X)","(X)","(X)","32.8","(X)",
"310M700US12060","Atlanta-Sandy Springs-Roswell, GA Metro Area","2390346","9555","4.6","0.3","2.3","0.2","4.6","0.3","5.1","0.3","8.8","0.4","15.0","0.5","13.2","0.4","18.9","0.5","11.0","0.4","16.5","0.5","92344","963","125647","1508","40.3","(X)","(X)","(X)","(X)","(X)","1584620","15296","2.7","0.3","1.3","0.2","2.9","0.3","3.8","0.3","7.5","0.4","13.2","0.5","12.9","0.5","21.2","0.6","13.2","0.4","21.1","0.7","111073","1311","146452","2100","(X)","(X)","42.8","(X)","(X)","(X)","1135896","14271","1.4","0.2","0.7","0.2","1.8","0.2","2.5","0.3","5.4","0.5","10.8","0.6","12.3","0.6","22.3","0.7","15.7","0.6","27.2","0.9","133433","2013","169539","2603","(X)","(X)","(X)","(X)","(X)","(X)","805726","14749","8.6","0.7","4.4","0.5","8.4","0.7","8.2","0.7","12.2","0.8","19.3","0.8","13.6","0.8","13.5","0.7","5.4","0.4","6.4","0.6","59301","2157","79076","1997","(X)","(X)","(X)","(X)","34.3","(X)",
"310M700US12100","Atlantic City-Hammonton, NJ Metro Area","156904","2696","4.7","1.1","2.8","0.8","6.3","1.3","5.5","1.1","9.8","1.6","17.1","2.0","13.7","1.5","16.2","1.8","11.2","1.3","12.7","1.4","80806","4049","110540","4417","38.5","(X)","(X)","(X)","(X)","(X)","103323","3516","2.1","1.0","1.7","0.9","4.2","1.3","4.2","1.4","9.3","2.2","15.6","2.5","13.8","2.0","19.4","2.6","14.4","1.8","15.2","2.1","98378","5052","128151","6072","(X)","(X)","38.9","(X)","(X)","(X)","72928","2995","2.0","1.3","0.7","0.4","2.8","1.0","2.5","1.1","5.8","1.5","13.1","2.4","14.7","2.4","22.4","3.0","16.0","2.2","20.0","2.8","116238","7134","N","N","(X)","(X)","(X)","(X)","(X)","(X)","53581","3705","9.8","2.4","5.3","1.8","11.1","2.5","9.5","2.5","13.4","2.8","19.9","3.6","11.0","2.3","8.8","2.4","3.6","1.3","7.5","1.3","50995","5115","71241","5023","(X)","(X)","(X)","(X)","35.6","(X)",
"310M700US12180","Auburn, NY Micro Area","32087","1146","6.5","2.4","2.8","1.1","7.2","2.3","7.1","2.2","11.9","3.2","18.7","3.6","14.8","2.6","16.4","2.6","7.7","1.7","7.0","1.7","66799","5121","86197","5309","35.8","(X)","(X)","(X)","(X)","(X)","20264","1588","2.5","1.9","1.0","0.9","3.3","1.7","7.0","3.6","12.5","3.8","19.1","4.4","16.6","3.5","19.6","3.4","9.8","2.6","8.7","2.5","81510","5031","100154","7046","(X)","(X)","34.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94283","9680","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11823","1328","13.7","5.3","6.2","2.8","13.9","5.2","10.8","4.2","11.2","4.2","18.0","6.1","10.7","3.4","8.5","3.3","3.8","1.9","3.1","2.2","42232","11123","56673","8130","(X)","(X)","(X)","(X)","37.8","(X)",
"310M700US12220","Auburn-Opelika, AL Metro Area","79837","2294","8.9","1.9","5.0","1.5","5.5","1.4","6.6","1.6","9.9","1.8","18.2","2.4","11.4","2.2","16.0","2.2","8.4","1.9","10.1","1.8","68336","3984","93330","5936","38.1","(X)","(X)","(X)","(X)","(X)","47572","2453","3.2","1.6","1.7","1.2","4.1","1.5","4.8","1.6","8.2","2.5","14.8","3.0","13.2","2.8","21.9","3.2","12.2","2.7","15.9","3.0","100045","8750","122787","8876","(X)","(X)","40.4","(X)","(X)","(X)","35430","2417","1.2","1.0","0.7","0.6","2.8","1.6","2.6","1.0","4.3","1.6","14.4","3.4","12.8","3.1","25.8","4.2","14.5","3.3","20.9","3.7","120976","7322","N","N","(X)","(X)","(X)","(X)","(X)","(X)","32265","2067","17.4","4.0","9.9","3.1","8.6","2.8","10.6","3.0","13.3","3.2","23.0","4.6","7.7","2.7","6.1","2.5","2.7","2.4","0.7","0.6","37281","6934","46699","5104","(X)","(X)","(X)","(X)","34.1","(X)",
"310M700US12260","Augusta-Richmond County, GA-SC Metro Area","250386","3513","5.9","0.9","3.1","0.8","6.1","0.9","7.3","1.1","12.9","1.6","16.5","1.6","14.7","1.5","15.6","1.4","8.8","1.3","9.0","1.0","72176","2631","96062","3358","36.5","(X)","(X)","(X)","(X)","(X)","169687","5071","4.4","0.9","2.8","0.9","3.8","0.8","6.2","1.3","11.3","1.7","15.4","1.9","14.2","1.7","18.8","1.8","12.3","2.0","10.9","1.3","85630","2975","107875","3851","(X)","(X)","38.4","(X)","(X)","(X)","113364","5165","1.9","0.8","0.6","0.3","1.9","0.6","4.8","1.4","8.1","1.7","12.3","1.8","14.9","2.1","22.8","2.5","17.1","2.7","15.5","1.8","110311","6744","131505","5239","(X)","(X)","(X)","(X)","(X)","(X)","80699","4544","9.8","2.1","5.0","1.4","12.0","2.3","10.4","2.1","17.3","3.1","18.6","2.7","13.9","2.4","8.4","2.2","1.3","0.8","3.4","1.1","45577","3935","63854","6871","(X)","(X)","(X)","(X)","31.3","(X)",
"310M700US12300","Augusta-Waterville, ME Micro Area","55938","1581","2.9","1.0","3.9","1.8","7.8","2.3","7.2","2.1","10.3","2.0","17.8","2.8","15.5","2.2","20.5","2.7","7.4","1.8","6.8","1.6","75259","4883","90995","4403","30.0","(X)","(X)","(X)","(X)","(X)","33165","1735","1.8","1.5","1.2","1.0","3.7","1.9","3.1","1.4","8.8","2.5","16.8","3.2","19.1","3.5","25.7","3.7","10.1","2.7","9.6","2.1","94013","5410","109610","5765","(X)","(X)","31.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","108552","5049","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22773","1759","5.3","2.0","7.8","4.1","14.7","4.7","12.8","4.6","13.1","3.8","22.4","5.1","9.3","2.6","10.5","3.3","2.8","1.4","1.5","1.1","45991","6257","56987","5073","(X)","(X)","(X)","(X)","27.1","(X)",
